Date,Price,Realised Profit/Loss Ratio (-ve)
2015-11-12,337.1,-0.06388411298325312
2015-11-13,336.01,0.0
2015-11-14,333.68,0.0
2015-11-15,322.98,0.0
2015-11-16,332.69,0.0
2015-11-17,336.38,0.0
2015-11-18,336.03,-0.038987879904757106
2015-11-19,326.5,-0.05269279555432222
2015-11-20,321.86,-0.07632787551568368
2015-11-21,326.11,0.0
2015-11-22,323.71,0.0
2015-11-23,323.01,0.0
2015-11-24,321.01,0.0
2015-11-25,328.72,0.0
2015-11-26,355.15,0.0
2015-11-27,358.27,0.0
2015-11-28,356.13,0.0
2015-11-29,369.6,0.0
2015-11-30,376.76,-0.20275291870268747
2015-12-01,361.95,0.0
2015-12-02,359.49,-0.11721033612913732
2015-12-03,361.44,-0.10703863680600789
2015-12-04,363.69,0.0
2015-12-05,387.57,-0.04288910262059448
2015-12-06,390.63,0.0
2015-12-07,394.31,0.0
2015-12-08,416.96,0.0
2015-12-09,418.33,0.0
2015-12-10,415.68,0.0
2015-12-11,452.57,0.0
2015-12-12,436.54,0.0
2015-12-13,434.56,0.0
2015-12-14,444.14,0.0
2015-12-15,464.25,0.0
2015-12-16,453.65,0.0
2015-12-17,455.5,0.0
2015-12-18,463.51,0.0
2015-12-19,461.29,0.0
2015-12-20,442.15,0.0
2015-12-21,436.62,0.0
2015-12-22,433.86,0.0
2015-12-23,442.97,0.0
2015-12-24,455.98,0.0
2015-12-25,455.82,0.0
2015-12-26,419.79,0.0
2015-12-27,424.99,0.0
2015-12-28,421.58,0.0
2015-12-29,433.44,0.0
2015-12-30,428.26,0.0
2015-12-31,429.85,0.0
2016-01-01,435.71,0.0
2016-01-02,435.24,0.0
2016-01-03,432.39,0.0
2016-01-04,433.7,0.0
2016-01-05,433.26,0.0
2016-01-06,431.72,0.0
2016-01-07,460.05,0.0
2016-01-08,454.4,0.0
2016-01-09,450.65,0.0
2016-01-10,449.98,0.0
2016-01-11,449.32,0.0
2016-01-12,443.52,0.0
2016-01-13,432.84,0.0
2016-01-14,429.97,0.0
2016-01-15,366.69,0.0
2016-01-16,389.84,0.0
2016-01-17,377.86,0.0
2016-01-18,384.69,0.0
2016-01-19,375.7,0.0
2016-01-20,421.65,0.0
2016-01-21,408.54,0.0
2016-01-22,382.35,-0.3976802209629062
2016-01-23,385.74,-0.6217396096894233
2016-01-24,403.08,-0.12628207875440534
2016-01-25,392.17,0.0
2016-01-26,390.32,0.0
2016-01-27,394.53,0.0
2016-01-28,379.83,0.0
2016-01-29,379.16,0.0
2016-01-30,378.43,0.0
2016-01-31,366.56,0.0
2016-02-01,370.66,0.0
2016-02-02,372.93,0.0
2016-02-03,368.79,-0.029441031210494337
2016-02-04,388.94,0.0
2016-02-05,383.87,0.0
2016-02-06,375.15,0.0
2016-02-07,377.49,0.0
2016-02-08,370.9,0.0
2016-02-09,372.31,-0.33187673030579956
2016-02-10,378.35,0.0
2016-02-11,378.08,0.0
2016-02-12,381.93,0.0
2016-02-13,388.72,0.0
2016-02-14,406.48,0.0
2016-02-15,398.63,0.0
2016-02-16,406.33,0.0
2016-02-17,415.15,0.0
2016-02-18,421.32,0.0
2016-02-19,420.14,0.0
2016-02-20,439.21,0.0
2016-02-21,438.18,0.0
2016-02-22,437.26,0.0
2016-02-23,419.57,0.0
2016-02-24,423.92,0.0
2016-02-25,423.66,0.0
2016-02-26,428.16,0.0
2016-02-27,432.95,0.0
2016-02-28,433.87,0.0
2016-02-29,435.99,0.0
2016-03-01,432.46,0.0
2016-03-02,419.73,0.0
2016-03-03,418.15,0.0
2016-03-04,409.08,0.0
2016-03-05,397.09,0.0
2016-03-06,403.63,0.0
2016-03-07,416.02,0.0
2016-03-08,411.49,0.0
2016-03-09,412.7,-0.10951077852799451
2016-03-10,416.23,0.0
2016-03-11,419.08,0.0
2016-03-12,410.7,0.0
2016-03-13,412.57,0.0
2016-03-14,414.78,0.0
2016-03-15,415.26,0.0
2016-03-16,416.07,0.0
2016-03-17,418.46,0.0
2016-03-18,410.2,0.0
2016-03-19,410.69,0.0
2016-03-20,412.56,-0.039131117021329404
2016-03-21,411.85,0.0
2016-03-22,416.4,0.0
2016-03-23,417.43,0.0
2016-03-24,413.37,0.0
2016-03-25,416.43,0.0
2016-03-26,416.64,0.0
2016-03-27,425.02,0.0
2016-03-28,422.66,0.0
2016-03-29,416.24,0.0
2016-03-30,412.18,0.0
2016-03-31,416.22,0.0
2016-04-01,417.39,0.0
2016-04-02,419.92,0.0
2016-04-03,420.03,0.0
2016-04-04,419.33,0.0
2016-04-05,422.09,0.0
2016-04-06,421.4,0.0
2016-04-07,421.58,0.0
2016-04-08,418.93,0.0
2016-04-09,419.48,0.0
2016-04-10,423.46,0.0
2016-04-11,423.58,0.0
2016-04-12,427.87,0.0
2016-04-13,425.49,0.0
2016-04-14,426.13,0.0
2016-04-15,430.92,0.0
2016-04-16,433.59,0.0
2016-04-17,430.68,0.0
2016-04-18,429.7,0.0
2016-04-19,437.25,0.0
2016-04-20,442.51,0.0
2016-04-21,452.53,0.0
2016-04-22,448.39,0.0
2016-04-23,455.0,0.0
2016-04-24,464.46,0.0
2016-04-25,467.12,0.0
2016-04-26,470.31,0.0
2016-04-27,448.03,0.0
2016-04-28,451.37,0.0
2016-04-29,459.06,0.0
2016-04-30,452.81,0.0
2016-05-01,456.62,0.0
2016-05-02,446.52,0.0
2016-05-03,452.22,0.0
2016-05-04,448.5,0.0
2016-05-05,449.96,0.0
2016-05-06,462.49,0.0
2016-05-07,461.91,0.0
2016-05-08,462.73,0.0
2016-05-09,464.19,0.0
2016-05-10,452.76,0.0
2016-05-11,454.56,0.0
2016-05-12,455.78,0.0
2016-05-13,457.89,0.0
2016-05-14,459.02,0.0
2016-05-15,461.59,0.0
2016-05-16,456.0,0.0
2016-05-17,453.55,0.0
2016-05-18,455.45,0.0
2016-05-19,441.97,0.0
2016-05-20,444.61,0.0
2016-05-21,446.19,0.0
2016-05-22,442.57,0.0
2016-05-23,445.9,0.0
2016-05-24,446.6,0.0
2016-05-25,451.54,0.0
2016-05-26,454.98,0.0
2016-05-27,471.7,0.0
2016-05-28,524.74,0.0
2016-05-29,526.91,0.0
2016-05-30,532.85,0.0
2016-05-31,531.59,0.0
2016-06-01,535.16,0.0
2016-06-02,539.02,0.0
2016-06-03,571.04,0.0
2016-06-04,576.39,0.0
2016-06-05,575.62,0.0
2016-06-06,586.8,0.0
2016-06-07,579.89,0.0
2016-06-08,583.97,0.0
2016-06-09,578.48,0.0
2016-06-10,580.2,0.0
2016-06-11,604.58,0.0
2016-06-12,675.49,0.0
2016-06-13,706.0,0.0
2016-06-14,685.08,0.0
2016-06-15,694.55,0.0
2016-06-16,770.01,0.0
2016-06-17,754.15,0.0
2016-06-18,759.03,0.0
2016-06-19,767.84,0.0
2016-06-20,715.04,0.0
2016-06-21,670.29,0.0
2016-06-22,589.26,0.0
2016-06-23,630.77,0.0
2016-06-24,669.71,0.0
2016-06-25,674.18,0.0
2016-06-26,638.47,0.0
2016-06-27,652.75,0.0
2016-06-28,647.98,0.0
2016-06-29,639.35,0.0
2016-06-30,673.21,0.0
2016-07-01,681.21,0.0
2016-07-02,702.28,0.0
2016-07-03,669.46,0.0
2016-07-04,680.46,0.0
2016-07-05,669.5,0.0
2016-07-06,678.97,0.0
2016-07-07,641.48,0.0
2016-07-08,666.6,0.0
2016-07-09,657.6,0.0
2016-07-10,652.44,0.0
2016-07-11,651.1,0.0
2016-07-12,667.28,0.0
2016-07-13,655.76,0.0
2016-07-14,661.4,0.0
2016-07-15,668.45,0.0
2016-07-16,666.52,0.0
2016-07-17,679.49,0.0
2016-07-18,675.96,0.0
2016-07-19,673.99,0.0
2016-07-20,667.69,0.0
2016-07-21,667.45,0.0
2016-07-22,653.33,0.0
2016-07-23,658.22,0.0
2016-07-24,660.59,0.0
2016-07-25,657.77,0.0
2016-07-26,656.19,0.0
2016-07-27,656.81,0.0
2016-07-28,657.02,0.0
2016-07-29,657.39,0.0
2016-07-30,655.76,0.0
2016-07-31,624.91,0.0
2016-08-01,603.89,0.0
2016-08-02,537.31,0.0
2016-08-03,574.66,0.0
2016-08-04,587.28,0.0
2016-08-05,582.79,0.0
2016-08-06,591.2,0.0
2016-08-07,595.16,0.0
2016-08-08,591.51,0.0
2016-08-09,587.99,0.0
2016-08-10,593.58,0.0
2016-08-11,588.67,0.0
2016-08-12,587.98,0.0
2016-08-13,586.24,0.0
2016-08-14,572.62,0.0
2016-08-15,567.76,0.0
2016-08-16,577.61,0.0
2016-08-17,574.53,0.0
2016-08-18,574.0,0.0
2016-08-19,574.62,0.0
2016-08-20,581.86,0.0
2016-08-21,581.27,0.0
2016-08-22,585.31,0.0
2016-08-23,582.49,0.0
2016-08-24,578.99,0.0
2016-08-25,575.77,0.0
2016-08-26,579.1,0.0
2016-08-27,570.87,0.0
2016-08-28,575.11,0.0
2016-08-29,573.54,0.0
2016-08-30,575.05,0.0
2016-08-31,572.58,0.0
2016-09-01,572.93,0.0
2016-09-02,575.68,0.0
2016-09-03,600.18,0.0
2016-09-04,611.93,0.0
2016-09-05,606.77,0.0
2016-09-06,612.79,0.0
2016-09-07,614.96,0.0
2016-09-08,628.22,0.0
2016-09-09,622.59,0.0
2016-09-10,623.78,0.0
2016-09-11,607.26,0.0
2016-09-12,606.91,0.0
2016-09-13,608.29,0.0
2016-09-14,608.92,0.0
2016-09-15,605.35,0.0
2016-09-16,607.77,0.0
2016-09-17,607.81,0.0
2016-09-18,611.15,0.0
2016-09-19,608.93,0.0
2016-09-20,608.86,0.0
2016-09-21,596.99,0.0
2016-09-22,595.99,0.0
2016-09-23,602.69,0.0
2016-09-24,603.42,0.0
2016-09-25,601.63,0.0
2016-09-26,606.75,0.0
2016-09-27,605.5,0.0
2016-09-28,604.8,0.0
2016-09-29,605.41,0.0
2016-09-30,608.68,0.0
2016-10-01,615.36,0.0
2016-10-02,611.79,0.0
2016-10-03,612.96,0.0
2016-10-04,610.25,0.0
2016-10-05,613.22,0.0
2016-10-06,611.84,0.0
2016-10-07,617.42,0.0
2016-10-08,619.45,0.0
2016-10-09,617.42,0.0
2016-10-10,618.84,0.0
2016-10-11,643.72,0.0
2016-10-12,636.33,0.0
2016-10-13,635.78,0.0
2016-10-14,638.03,0.0
2016-10-15,638.0,0.0
2016-10-16,642.23,0.0
2016-10-17,639.63,0.0
2016-10-18,635.06,0.0
2016-10-19,629.42,0.0
2016-10-20,628.54,0.0
2016-10-21,630.05,0.0
2016-10-22,652.85,0.0
2016-10-23,650.99,0.0
2016-10-24,649.58,0.0
2016-10-25,653.34,0.0
2016-10-26,674.71,0.0
2016-10-27,685.94,0.0
2016-10-28,689.4,0.0
2016-10-29,714.28,0.0
2016-10-30,699.16,0.0
2016-10-31,697.56,0.0
2016-11-01,730.58,0.0
2016-11-02,736.25,0.0
2016-11-03,689.7,0.0
2016-11-04,705.88,0.0
2016-11-05,706.99,0.0
2016-11-06,716.56,0.0
2016-11-07,706.63,0.0
2016-11-08,711.31,0.0
2016-11-09,721.0,0.0
2016-11-10,713.0,0.0
2016-11-11,716.58,0.0
2016-11-12,704.85,0.0
2016-11-13,703.99,0.0
2016-11-14,706.91,0.0
2016-11-15,712.89,0.0
2016-11-16,738.08,0.0
2016-11-17,733.65,0.0
2016-11-18,748.21,0.0
2016-11-19,750.76,0.0
2016-11-20,730.57,0.0
2016-11-21,735.76,0.0
2016-11-22,746.85,0.0
2016-11-23,741.67,0.0
2016-11-24,737.97,0.0
2016-11-25,739.83,0.0
2016-11-26,735.73,0.0
2016-11-27,730.02,0.0
2016-11-28,730.0,0.0
2016-11-29,732.35,0.0
2016-11-30,742.59,0.0
2016-12-01,753.87,0.0
2016-12-02,770.4,0.0
2016-12-03,766.98,0.0
2016-12-04,766.98,0.0
2016-12-05,753.05,0.0
2016-12-06,760.13,0.0
2016-12-07,764.59,0.0
2016-12-08,769.16,0.0
2016-12-09,771.7,0.0
2016-12-10,775.82,0.0
2016-12-11,771.05,0.0
2016-12-12,779.1,0.0
2016-12-13,779.22,0.0
2016-12-14,777.24,0.0
2016-12-15,776.26,0.0
2016-12-16,784.79,0.0
2016-12-17,789.87,0.0
2016-12-18,790.72,0.0
2016-12-19,789.89,0.0
2016-12-20,799.2,0.0
2016-12-21,826.9,0.0
2016-12-22,856.68,0.0
2016-12-23,915.63,0.0
2016-12-24,890.26,0.0
2016-12-25,896.11,0.0
2016-12-26,900.66,0.0
2016-12-27,925.09,0.0
2016-12-28,981.85,0.0
2016-12-29,971.02,0.0
2016-12-30,961.55,0.0
2016-12-31,971.18,0.0
2017-01-01,994.75,0.0
2017-01-02,1016.26,0.0
2017-01-03,1027.05,0.0
2017-01-04,1133.53,0.0
2017-01-05,1005.36,0.0
2017-01-06,894.73,0.0
2017-01-07,903.76,0.0
2017-01-08,918.49,0.0
2017-01-09,903.74,0.0
2017-01-10,906.01,0.0
2017-01-11,800.5,0.0
2017-01-12,811.03,0.0
2017-01-13,830.91,0.0
2017-01-14,827.99,0.0
2017-01-15,833.71,0.0
2017-01-16,834.17,0.0
2017-01-17,906.5,0.0
2017-01-18,883.99,0.0
2017-01-19,902.92,0.0
2017-01-20,893.79,0.0
2017-01-21,924.99,0.0
2017-01-22,924.78,0.0
2017-01-23,922.28,0.0
2017-01-24,885.47,0.0
2017-01-25,896.59,0.0
2017-01-26,917.09,0.0
2017-01-27,923.4,0.0
2017-01-28,924.7,0.0
2017-01-29,916.64,0.0
2017-01-30,923.17,0.0
2017-01-31,971.18,0.0
2017-02-01,990.27,0.0
2017-02-02,1008.2,0.0
2017-02-03,1017.91,0.0
2017-02-04,1035.54,0.0
2017-02-05,1017.37,0.0
2017-02-06,1023.46,0.0
2017-02-07,1053.97,0.0
2017-02-08,1057.23,0.0
2017-02-09,992.1,0.0
2017-02-10,1001.14,0.0
2017-02-11,1018.62,0.0
2017-02-12,1010.0,0.0
2017-02-13,1002.72,0.0
2017-02-14,1012.8,0.0
2017-02-15,1014.58,0.0
2017-02-16,1039.13,0.0
2017-02-17,1057.59,0.0
2017-02-18,1061.62,0.0
2017-02-19,1059.9,0.0
2017-02-20,1091.73,0.0
2017-02-21,1130.29,0.0
2017-02-22,1131.01,0.0
2017-02-23,1189.49,0.0
2017-02-24,1186.29,0.0
2017-02-25,1158.0,0.0
2017-02-26,1182.48,0.0
2017-02-27,1194.99,0.0
2017-02-28,1195.08,0.0
2017-03-01,1228.5,0.0
2017-03-02,1270.04,0.0
2017-03-03,1291.42,0.0
2017-03-04,1273.98,0.0
2017-03-05,1277.97,0.0
2017-03-06,1284.99,0.0
2017-03-07,1237.22,0.0
2017-03-08,1154.52,0.0
2017-03-09,1195.04,0.0
2017-03-10,1113.5,0.0
2017-03-11,1187.99,0.0
2017-03-12,1235.73,0.0
2017-03-13,1245.51,0.0
2017-03-14,1249.33,0.0
2017-03-15,1262.7,0.0
2017-03-16,1181.09,0.0
2017-03-17,1073.23,0.0
2017-03-18,967.8,0.0
2017-03-19,1017.93,0.0
2017-03-20,1044.36,0.0
2017-03-21,1113.23,0.0
2017-03-22,1038.99,0.0
2017-03-23,1023.4,0.0
2017-03-24,937.63,0.0
2017-03-25,964.32,0.0
2017-03-26,973.41,0.0
2017-03-27,1041.92,0.0
2017-03-28,1045.62,0.0
2017-03-29,1041.51,0.0
2017-03-30,1037.14,0.0
2017-03-31,1087.53,0.0
2017-04-01,1092.0,0.0
2017-04-02,1111.98,0.0
2017-04-03,1145.6,0.0
2017-04-04,1143.99,0.0
2017-04-05,1132.0,0.0
2017-04-06,1196.57,0.0
2017-04-07,1192.77,0.0
2017-04-08,1182.46,0.0
2017-04-09,1210.94,0.0
2017-04-10,1210.0,0.0
2017-04-11,1224.78,0.0
2017-04-12,1217.16,0.0
2017-04-13,1172.66,0.0
2017-04-14,1173.68,0.0
2017-04-15,1178.16,0.0
2017-04-16,1178.61,0.0
2017-04-17,1192.49,0.0
2017-04-18,1200.88,0.0
2017-04-19,1212.04,0.0
2017-04-20,1235.25,0.0
2017-04-21,1250.02,0.0
2017-04-22,1247.85,0.0
2017-04-23,1250.89,0.0
2017-04-24,1259.39,0.0
2017-04-25,1281.26,0.0
2017-04-26,1298.18,0.0
2017-04-27,1351.56,0.0
2017-04-28,1352.06,0.0
2017-04-29,1366.47,0.0
2017-04-30,1390.85,0.0
2017-05-01,1453.47,0.0
2017-05-02,1470.19,0.0
2017-05-03,1532.32,0.0
2017-05-04,1559.5,0.0
2017-05-05,1550.85,0.0
2017-05-06,1585.06,0.0
2017-05-07,1611.38,0.0
2017-05-08,1698.5,0.0
2017-05-09,1722.16,0.0
2017-05-10,1788.51,0.0
2017-05-11,1836.53,0.0
2017-05-12,1704.68,0.0
2017-05-13,1787.9,0.0
2017-05-14,1798.7,0.0
2017-05-15,1748.4,0.0
2017-05-16,1767.59,0.0
2017-05-17,1811.79,0.0
2017-05-18,1897.99,0.0
2017-05-19,1976.23,0.0
2017-05-20,2059.0,0.0
2017-05-21,2049.25,0.0
2017-05-22,2060.49,0.0
2017-05-23,2267.01,0.0
2017-05-24,2437.07,0.0
2017-05-25,2397.86,0.0
2017-05-26,2323.22,0.0
2017-05-27,2099.98,0.0
2017-05-28,2241.07,0.0
2017-05-29,2284.71,0.0
2017-05-30,2174.05,0.0
2017-05-31,2301.78,0.0
2017-06-01,2412.47,0.0
2017-06-02,2469.97,0.0
2017-06-03,2549.5,0.0
2017-06-04,2525.9,0.0
2017-06-05,2689.87,0.0
2017-06-06,2877.58,0.0
2017-06-07,2693.23,0.0
2017-06-08,2796.59,0.0
2017-06-09,2808.72,0.0
2017-06-10,2925.2,0.0
2017-06-11,2987.96,0.0
2017-06-12,2697.04,0.0
2017-06-13,2710.53,0.0
2017-06-14,2438.24,0.0
2017-06-15,2407.25,0.0
2017-06-16,2477.31,0.0
2017-06-17,2658.79,0.0
2017-06-18,2515.25,0.0
2017-06-19,2595.0,0.0
2017-06-20,2724.33,0.0
2017-06-21,2643.28,0.0
2017-06-22,2679.99,0.0
2017-06-23,2700.71,0.0
2017-06-24,2574.49,0.0
2017-06-25,2501.23,0.0
2017-06-26,2437.99,0.0
2017-06-27,2536.17,0.0
2017-06-28,2563.11,0.0
2017-06-29,2529.4,0.0
2017-06-30,2457.8,0.0
2017-07-01,2429.41,0.0
2017-07-02,2527.7,0.0
2017-07-03,2550.3,0.0
2017-07-04,2597.21,0.0
2017-07-05,2614.09,0.0
2017-07-06,2603.96,0.0
2017-07-07,2475.9,0.0
2017-07-08,2555.99,0.0
2017-07-09,2506.22,0.0
2017-07-10,2335.57,0.0
2017-07-11,2328.98,0.0
2017-07-12,2377.37,0.0
2017-07-13,2345.73,0.0
2017-07-14,2223.76,0.0
2017-07-15,1989.01,0.0
2017-07-16,1895.78,0.0
2017-07-17,2214.98,0.0
2017-07-18,2303.74,0.0
2017-07-19,2253.85,0.0
2017-07-20,2819.5,0.0
2017-07-21,2659.76,0.0
2017-07-22,2826.91,0.0
2017-07-23,2752.84,0.0
2017-07-24,2761.27,0.0
2017-07-25,2566.4,0.0
2017-07-26,2520.65,0.0
2017-07-27,2658.2,0.0
2017-07-28,2789.96,0.0
2017-07-29,2716.16,0.0
2017-07-30,2720.77,0.0
2017-07-31,2862.45,0.0
2017-08-01,2733.77,0.0
2017-08-02,2698.03,0.0
2017-08-03,2786.88,0.0
2017-08-04,2850.14,0.0
2017-08-05,3243.35,0.0
2017-08-06,3223.19,0.0
2017-08-07,3382.91,0.0
2017-08-08,3422.55,0.0
2017-08-09,3346.39,0.0
2017-08-10,3440.52,0.0
2017-08-11,3655.02,0.0
2017-08-12,3874.0,0.0
2017-08-13,4060.04,0.0
2017-08-14,4312.48,0.0
2017-08-15,4159.93,0.0
2017-08-16,4375.56,0.0
2017-08-17,4288.7,0.0
2017-08-18,4105.97,0.0
2017-08-19,4165.31,0.0
2017-08-20,4116.83,0.0
2017-08-21,3993.64,0.0
2017-08-22,4092.06,0.0
2017-08-23,4141.14,0.0
2017-08-24,4326.72,0.0
2017-08-25,4360.74,0.0
2017-08-26,4346.89,0.0
2017-08-27,4351.01,0.0
2017-08-28,4377.34,0.0
2017-08-29,4599.5,0.0
2017-08-30,4590.98,0.0
2017-08-31,4740.76,0.0
2017-09-01,4937.57,0.0
2017-09-02,4589.24,0.0
2017-09-03,4628.01,0.0
2017-09-04,4501.84,0.0
2017-09-05,4463.78,0.0
2017-09-06,4618.09,0.0
2017-09-07,4627.11,0.0
2017-09-08,4344.97,0.0
2017-09-09,4336.19,0.0
2017-09-10,4251.6,0.0
2017-09-11,4210.72,0.0
2017-09-12,4169.99,0.0
2017-09-13,3870.79,0.0
2017-09-14,3250.66,0.0
2017-09-15,3740.02,0.0
2017-09-16,3720.0,0.0
2017-09-17,3722.16,0.0
2017-09-18,4079.92,0.0
2017-09-19,3920.41,0.0
2017-09-20,3918.23,0.0
2017-09-21,3616.94,0.0
2017-09-22,3623.0,0.0
2017-09-23,3785.91,0.0
2017-09-24,3675.52,0.0
2017-09-25,3914.92,0.0
2017-09-26,3889.5,0.0
2017-09-27,4200.94,0.0
2017-09-28,4189.42,0.0
2017-09-29,4148.0,0.0
2017-09-30,4333.74,0.0
2017-10-01,4390.49,0.0
2017-10-02,4393.39,0.0
2017-10-03,4304.38,0.0
2017-10-04,4211.67,0.0
2017-10-05,4321.25,0.0
2017-10-06,4367.49,0.0
2017-10-07,4422.21,0.0
2017-10-08,4606.09,0.0
2017-10-09,4773.28,0.0
2017-10-10,4744.88,0.0
2017-10-11,4810.12,0.0
2017-10-12,5402.48,0.0
2017-10-13,5612.5,0.0
2017-10-14,5800.17,0.0
2017-10-15,5693.69,0.0
2017-10-16,5753.83,0.0
2017-10-17,5594.88,0.0
2017-10-18,5571.59,0.0
2017-10-19,5700.27,0.0
2017-10-20,6013.34,0.0
2017-10-21,6024.59,0.0
2017-10-22,6006.94,0.0
2017-10-23,5917.52,0.0
2017-10-24,5517.5,0.0
2017-10-25,5746.09,0.0
2017-10-26,5905.01,0.0
2017-10-27,5777.21,0.0
2017-10-28,5767.66,0.0
2017-10-29,6183.14,0.0
2017-10-30,6115.99,0.0
2017-10-31,6431.16,0.0
2017-11-01,6743.49,0.0
2017-11-02,7071.39,0.0
2017-11-03,7208.55,0.0
2017-11-04,7449.5,0.0
2017-11-05,7395.62,0.0
2017-11-06,7028.66,0.0
2017-11-07,7129.67,0.0
2017-11-08,7479.5,0.0
2017-11-09,7135.01,0.0
2017-11-10,6668.05,0.0
2017-11-11,6337.5,0.0
2017-11-12,5854.34,0.0
2017-11-13,6523.22,0.0
2017-11-14,6578.19,0.0
2017-11-15,7259.61,0.0
2017-11-16,7808.52,0.0
2017-11-17,7754.55,0.0
2017-11-18,7802.97,0.0
2017-11-19,8027.0,0.0
2017-11-20,8277.25,0.0
2017-11-21,8089.41,0.0
2017-11-22,8250.0,0.0
2017-11-23,8098.15,0.0
2017-11-24,8240.32,0.0
2017-11-25,8772.74,0.0
2017-11-26,9383.49,0.0
2017-11-27,9756.68,0.0
2017-11-28,9946.05,0.0
2017-11-29,9854.48,0.0
2017-11-30,10021.49,0.0
2017-12-01,10879.42,0.0
2017-12-02,10949.38,0.0
2017-12-03,11299.82,0.0
2017-12-04,11586.0,0.0
2017-12-05,11728.51,0.0
2017-12-06,14120.0,0.0
2017-12-07,17386.29,0.0
2017-12-08,16481.62,0.0
2017-12-09,15190.0,0.0
2017-12-10,15484.94,0.0
2017-12-11,16861.99,0.0
2017-12-12,17672.82,0.0
2017-12-13,16626.89,0.0
2017-12-14,16745.7,0.0
2017-12-15,17725.36,0.0
2017-12-16,19671.5,0.0
2017-12-17,19346.4,0.0
2017-12-18,18990.0,0.0
2017-12-19,17827.51,0.0
2017-12-20,16520.01,0.0
2017-12-21,15681.65,0.0
2017-12-22,14556.59,0.0
2017-12-23,14824.86,0.0
2017-12-24,14135.78,0.0
2017-12-25,14188.0,0.0
2017-12-26,15714.77,0.0
2017-12-27,15386.99,0.0
2017-12-28,14255.66,0.0
2017-12-29,14668.99,0.0
2017-12-30,12838.0,0.0
2017-12-31,13918.5,0.0
2018-01-01,13465.37,0.0
2018-01-02,14879.04,0.0
2018-01-03,15061.23,0.0
2018-01-04,15154.99,0.0
2018-01-05,17065.85,0.0
2018-01-06,17117.44,0.0
2018-01-07,16221.11,0.0
2018-01-08,14994.0,0.0
2018-01-09,14368.49,0.0
2018-01-10,14674.03,0.0
2018-01-11,13289.8,0.0
2018-01-12,13819.99,0.0
2018-01-13,14186.52,0.0
2018-01-14,13733.01,0.0
2018-01-15,13561.94,0.0
2018-01-16,11574.38,0.0
2018-01-17,11215.0,0.0
2018-01-18,11274.42,0.0
2018-01-19,11498.99,0.0
2018-01-20,12787.17,0.0
2018-01-21,11393.86,0.0
2018-01-22,10688.1,0.0
2018-01-23,10806.97,0.0
2018-01-24,11173.89,0.0
2018-01-25,11115.88,0.0
2018-01-26,11086.89,0.0
2018-01-27,11341.5,0.0
2018-01-28,11543.99,0.0
2018-01-29,11123.5,0.0
2018-01-30,9947.47,0.0
2018-01-31,10036.58,0.0
2018-02-01,9059.51,0.0
2018-02-02,8795.26,0.0
2018-02-03,9117.49,0.0
2018-02-04,8210.38,0.0
2018-02-05,6901.47,0.0
2018-02-06,7761.97,0.0
2018-02-07,7648.75,0.0
2018-02-08,8238.93,0.0
2018-02-09,8674.61,0.0
2018-02-10,8518.05,0.0
2018-02-11,8092.85,0.0
2018-02-12,8857.5,0.0
2018-02-13,8512.87,0.0
2018-02-14,9472.98,0.0
2018-02-15,10072.67,0.0
2018-02-16,10183.87,0.0
2018-02-17,11068.43,0.0
2018-02-18,10501.72,0.0
2018-02-19,11139.99,0.0
2018-02-20,11189.3,0.0
2018-02-21,10461.44,0.0
2018-02-22,9925.56,0.0
2018-02-23,10161.91,0.0
2018-02-24,9671.81,0.0
2018-02-25,9567.49,0.0
2018-02-26,10274.98,0.0
2018-02-27,10622.5,0.0
2018-02-28,10325.31,0.0
2018-03-01,10909.99,0.0
2018-03-02,11015.0,0.0
2018-03-03,11418.86,0.0
2018-03-04,11483.99,0.0
2018-03-05,11459.61,0.0
2018-03-06,10726.59,0.0
2018-03-07,9934.06,0.0
2018-03-08,9340.0,0.0
2018-03-09,9308.76,0.0
2018-03-10,8792.39,0.0
2018-03-11,9536.2,0.0
2018-03-12,9151.5,0.0
2018-03-13,9177.64,0.0
2018-03-14,8241.63,0.0
2018-03-15,8257.49,0.0
2018-03-16,8413.1,0.0
2018-03-17,7874.85,0.0
2018-03-18,8193.01,0.0
2018-03-19,8518.66,0.0
2018-03-20,8886.12,0.0
2018-03-21,8885.0,0.0
2018-03-22,8707.6,0.0
2018-03-23,8819.55,0.0
2018-03-24,8614.19,0.0
2018-03-25,8421.82,0.0
2018-03-26,8155.0,0.0
2018-03-27,7789.01,0.0
2018-03-28,7955.0,0.0
2018-03-29,7101.56,0.0
2018-03-30,6832.51,0.0
2018-03-31,6932.49,0.0
2018-04-01,6796.33,0.0
2018-04-02,7021.61,0.0
2018-04-03,7425.0,0.0
2018-04-04,6800.9,0.0
2018-04-05,6801.49,0.0
2018-04-06,6611.0,0.0
2018-04-07,6885.16,0.0
2018-04-08,7004.65,0.0
2018-04-09,6758.5,0.0
2018-04-10,6821.0,0.0
2018-04-11,6950.0,0.0
2018-04-12,7935.29,0.0
2018-04-13,7926.74,0.0
2018-04-14,8035.49,0.0
2018-04-15,8355.24,0.0
2018-04-16,8048.57,0.0
2018-04-17,7889.0,0.0
2018-04-18,8151.14,0.0
2018-04-19,8280.0,0.0
2018-04-20,8855.52,0.0
2018-04-21,8838.65,0.0
2018-04-22,8786.26,0.0
2018-04-23,8927.59,0.0
2018-04-24,9680.0,0.0
