Date,Price,Unrealised Profit/Loss Ratio (+ve),Unrealised Profit/Loss Ratio (-ve)
2009-01-01,,1.0,1.0
2009-01-02,,1.0,1.0
2009-01-03,,1.0,1.0
2009-01-04,,1.0,1.0
2009-01-05,,1.0,1.0
2009-01-06,,1.0,1.0
2009-01-07,,1.0,1.0
2009-01-08,,1.0,1.0
2009-01-09,,1.0,1.0
2009-01-10,,1.0,1.0
2009-01-11,,1.0,1.0
2009-01-12,,1.0,1.0
2009-01-13,,1.0,1.0
2009-01-14,,1.0,1.0
2009-01-15,,1.0,1.0
2009-01-16,,1.0,1.0
2009-01-17,,1.0,1.0
2009-01-18,,1.0,1.0
2009-01-19,,1.0,1.0
2009-01-20,,1.0,1.0
2009-01-21,,1.0,1.0
2009-01-22,,1.0,1.0
2009-01-23,,1.0,1.0
2009-01-24,,1.0,1.0
2009-01-25,,1.0,1.0
2009-01-26,,1.0,1.0
2009-01-27,,1.0,1.0
2009-01-28,,1.0,1.0
2009-01-29,,1.0,1.0
2009-01-30,,1.0,1.0
2009-01-31,,1.0,1.0
2009-02-01,,1.0,1.0
2009-02-02,,1.0,1.0
2009-02-03,,1.0,1.0
2009-02-04,,1.0,1.0
2009-02-05,,1.0,1.0
2009-02-06,,1.0,1.0
2009-02-07,,1.0,1.0
2009-02-08,,1.0,1.0
2009-02-09,,1.0,1.0
2009-02-10,,1.0,1.0
2009-02-11,,1.0,1.0
2009-02-12,,1.0,1.0
2009-02-13,,1.0,1.0
2009-02-14,,1.0,1.0
2009-02-15,,1.0,1.0
2009-02-16,,1.0,1.0
2009-02-17,,1.0,1.0
2009-02-18,,1.0,1.0
2009-02-19,,1.0,1.0
2009-02-20,,1.0,1.0
2009-02-21,,1.0,1.0
2009-02-22,,1.0,1.0
2009-02-23,,1.0,1.0
2009-02-24,,1.0,1.0
2009-02-25,,1.0,1.0
2009-02-26,,1.0,1.0
2009-02-27,,1.0,1.0
2009-02-28,,1.0,1.0
2009-03-01,,1.0,1.0
2009-03-02,,1.0,1.0
2009-03-03,,1.0,1.0
2009-03-04,,1.0,1.0
2009-03-05,,1.0,1.0
2009-03-06,,1.0,1.0
2009-03-07,,1.0,1.0
2009-03-08,,1.0,1.0
2009-03-09,,1.0,1.0
2009-03-10,,1.0,1.0
2009-03-11,,1.0,1.0
2009-03-12,,1.0,1.0
2009-03-13,,1.0,1.0
2009-03-14,,1.0,1.0
2009-03-15,,1.0,1.0
2009-03-16,,1.0,1.0
2009-03-17,,1.0,1.0
2009-03-18,,1.0,1.0
2009-03-19,,1.0,1.0
2009-03-20,,1.0,1.0
2009-03-21,,1.0,1.0
2009-03-22,,1.0,1.0
2009-03-23,,1.0,1.0
2009-03-24,,1.0,1.0
2009-03-25,,1.0,1.0
2009-03-26,,1.0,1.0
2009-03-27,,1.0,1.0
2009-03-28,,1.0,1.0
2009-03-29,,1.0,1.0
2009-03-30,,1.0,1.0
2009-03-31,,1.0,1.0
2009-04-01,,1.0,1.0
2009-04-02,,1.0,1.0
2009-04-03,,1.0,1.0
2009-04-04,,1.0,1.0
2009-04-05,,1.0,1.0
2009-04-06,,1.0,1.0
2009-04-07,,1.0,1.0
2009-04-08,,1.0,1.0
2009-04-09,,1.0,1.0
2009-04-10,,1.0,1.0
2009-04-11,,1.0,1.0
2009-04-12,,1.0,1.0
2009-04-13,,1.0,1.0
2009-04-14,,1.0,1.0
2009-04-15,,1.0,1.0
2009-04-16,,1.0,1.0
2009-04-17,,1.0,1.0
2009-04-18,,1.0,1.0
2009-04-19,,1.0,1.0
2009-04-20,,1.0,1.0
2009-04-21,,1.0,1.0
2009-04-22,,1.0,1.0
2009-04-23,,1.0,1.0
2009-04-24,,1.0,1.0
2009-04-25,,1.0,1.0
2009-04-26,,1.0,1.0
2009-04-27,,1.0,1.0
2009-04-28,,1.0,1.0
2009-04-29,,1.0,1.0
2009-04-30,,1.0,1.0
2009-05-01,,1.0,1.0
2009-05-02,,1.0,1.0
2009-05-03,,1.0,1.0
2009-05-04,,1.0,1.0
2009-05-05,,1.0,1.0
2009-05-06,,1.0,1.0
2009-05-07,,1.0,1.0
2009-05-08,,1.0,1.0
2009-05-09,,1.0,1.0
2009-05-10,,1.0,1.0
2009-05-11,,1.0,1.0
2009-05-12,,1.0,1.0
2009-05-13,,1.0,1.0
2009-05-14,,1.0,1.0
2009-05-15,,1.0,1.0
2009-05-16,,1.0,1.0
2009-05-17,,1.0,1.0
2009-05-18,,1.0,1.0
2009-05-19,,1.0,1.0
2009-05-20,,1.0,1.0
2009-05-21,,1.0,1.0
2009-05-22,,1.0,1.0
2009-05-23,,1.0,1.0
2009-05-24,,1.0,1.0
2009-05-25,,1.0,1.0
2009-05-26,,1.0,1.0
2009-05-27,,1.0,1.0
2009-05-28,,1.0,1.0
2009-05-29,,1.0,1.0
2009-05-30,,1.0,1.0
2009-05-31,,1.0,1.0
2009-06-01,,1.0,1.0
2009-06-02,,1.0,1.0
2009-06-03,,1.0,1.0
2009-06-04,,1.0,1.0
2009-06-05,,1.0,1.0
2009-06-06,,1.0,1.0
2009-06-07,,1.0,1.0
2009-06-08,,1.0,1.0
2009-06-09,,1.0,1.0
2009-06-10,,1.0,1.0
2009-06-11,,1.0,1.0
2009-06-12,,1.0,1.0
2009-06-13,,1.0,1.0
2009-06-14,,1.0,1.0
2009-06-15,,1.0,1.0
2009-06-16,,1.0,1.0
2009-06-17,,1.0,1.0
2009-06-18,,1.0,1.0
2009-06-19,,1.0,1.0
2009-06-20,,1.0,1.0
2009-06-21,,1.0,1.0
2009-06-22,,1.0,1.0
2009-06-23,,1.0,1.0
2009-06-24,,1.0,1.0
2009-06-25,,1.0,1.0
2009-06-26,,1.0,1.0
2009-06-27,,1.0,1.0
2009-06-28,,1.0,1.0
2009-06-29,,1.0,1.0
2009-06-30,,1.0,1.0
2009-07-01,,1.0,1.0
2009-07-02,,1.0,1.0
2009-07-03,,1.0,1.0
2009-07-04,,1.0,1.0
2009-07-05,,1.0,1.0
2009-07-06,,1.0,1.0
2009-07-07,,1.0,1.0
2009-07-08,,1.0,1.0
2009-07-09,,1.0,1.0
2009-07-10,,1.0,1.0
2009-07-11,,1.0,1.0
2009-07-12,,1.0,1.0
2009-07-13,,1.0,1.0
2009-07-14,,1.0,1.0
2009-07-15,,1.0,1.0
2009-07-16,,1.0,1.0
2009-07-17,,1.0,1.0
2009-07-18,,1.0,1.0
2009-07-19,,1.0,1.0
2009-07-20,,1.0,1.0
2009-07-21,,1.0,1.0
2009-07-22,,1.0,1.0
2009-07-23,,1.0,1.0
2009-07-24,,1.0,1.0
2009-07-25,,1.0,1.0
2009-07-26,,1.0,1.0
2009-07-27,,1.0,1.0
2009-07-28,,1.0,1.0
2009-07-29,,1.0,1.0
2009-07-30,,1.0,1.0
2009-07-31,,1.0,1.0
2009-08-01,,1.0,1.0
2009-08-02,,1.0,1.0
2009-08-03,,1.0,1.0
2009-08-04,,1.0,1.0
2009-08-05,,1.0,1.0
2009-08-06,,1.0,1.0
2009-08-07,,1.0,1.0
2009-08-08,,1.0,1.0
2009-08-09,,1.0,1.0
2009-08-10,,1.0,1.0
2009-08-11,,1.0,1.0
2009-08-12,,1.0,1.0
2009-08-13,,1.0,1.0
2009-08-14,,1.0,1.0
2009-08-15,,1.0,1.0
2009-08-16,,1.0,1.0
2009-08-17,,1.0,1.0
2009-08-18,,1.0,1.0
2009-08-19,,1.0,1.0
2009-08-20,,1.0,1.0
2009-08-21,,1.0,1.0
2009-08-22,,1.0,1.0
2009-08-23,,1.0,1.0
2009-08-24,,1.0,1.0
2009-08-25,,1.0,1.0
2009-08-26,,1.0,1.0
2009-08-27,,1.0,1.0
2009-08-28,,1.0,1.0
2009-08-29,,1.0,1.0
2009-08-30,,1.0,1.0
2009-08-31,,1.0,1.0
2009-09-01,,1.0,1.0
2009-09-02,,1.0,1.0
2009-09-03,,1.0,1.0
2009-09-04,,1.0,1.0
2009-09-05,,1.0,1.0
2009-09-06,,1.0,1.0
2009-09-07,,1.0,1.0
2009-09-08,,1.0,1.0
2009-09-09,,1.0,1.0
2009-09-10,,1.0,1.0
2009-09-11,,1.0,1.0
2009-09-12,,1.0,1.0
2009-09-13,,1.0,1.0
2009-09-14,,1.0,1.0
2009-09-15,,1.0,1.0
2009-09-16,,1.0,1.0
2009-09-17,,1.0,1.0
2009-09-18,,1.0,1.0
2009-09-19,,1.0,1.0
2009-09-20,,1.0,1.0
2009-09-21,,1.0,1.0
2009-09-22,,1.0,1.0
2009-09-23,,1.0,1.0
2009-09-24,,1.0,1.0
2009-09-25,,1.0,1.0
2009-09-26,,1.0,1.0
2009-09-27,,1.0,1.0
2009-09-28,,1.0,1.0
2009-09-29,,1.0,1.0
2009-09-30,,1.0,1.0
2009-10-01,,1.0,1.0
2009-10-02,,1.0,1.0
2009-10-03,,1.0,1.0
2009-10-04,,1.0,1.0
2009-10-05,,1.0,1.0
2009-10-06,,1.0,1.0
2009-10-07,,1.0,1.0
2009-10-08,,1.0,1.0
2009-10-09,,1.0,1.0
2009-10-10,,1.0,1.0
2009-10-11,,1.0,1.0
2009-10-12,,1.0,1.0
2009-10-13,,1.0,1.0
2009-10-14,,1.0,1.0
2009-10-15,,1.0,1.0
2009-10-16,,1.0,1.0
2009-10-17,,1.0,1.0
2009-10-18,,1.0,1.0
2009-10-19,,1.0,1.0
2009-10-20,,1.0,1.0
2009-10-21,,1.0,1.0
2009-10-22,,1.0,1.0
2009-10-23,,1.0,1.0
2009-10-24,,1.0,1.0
2009-10-25,,1.0,1.0
2009-10-26,,1.0,1.0
2009-10-27,,1.0,1.0
2009-10-28,,1.0,1.0
2009-10-29,,1.0,1.0
2009-10-30,,1.0,1.0
2009-10-31,,1.0,1.0
2009-11-01,,1.0,1.0
2009-11-02,,1.0,1.0
2009-11-03,,1.0,1.0
2009-11-04,,1.0,1.0
2009-11-05,,1.0,1.0
2009-11-06,,1.0,1.0
2009-11-07,,1.0,1.0
2009-11-08,,1.0,1.0
2009-11-09,,1.0,1.0
2009-11-10,,1.0,1.0
2009-11-11,,1.0,1.0
2009-11-12,,1.0,1.0
2009-11-13,,1.0,1.0
2009-11-14,,1.0,1.0
2009-11-15,,1.0,1.0
2009-11-16,,1.0,1.0
2009-11-17,,1.0,1.0
2009-11-18,,1.0,1.0
2009-11-19,,1.0,1.0
2009-11-20,,1.0,1.0
2009-11-21,,1.0,1.0
2009-11-22,,1.0,1.0
2009-11-23,,1.0,1.0
2009-11-24,,1.0,1.0
2009-11-25,,1.0,1.0
2009-11-26,,1.0,1.0
2009-11-27,,1.0,1.0
2009-11-28,,1.0,1.0
2009-11-29,,1.0,1.0
2009-11-30,,1.0,1.0
2009-12-01,,1.0,1.0
2009-12-02,,1.0,1.0
2009-12-03,,1.0,1.0
2009-12-04,,1.0,1.0
2009-12-05,,1.0,1.0
2009-12-06,,1.0,1.0
2009-12-07,,1.0,1.0
2009-12-08,,1.0,1.0
2009-12-09,,1.0,1.0
2009-12-10,,1.0,1.0
2009-12-11,,1.0,1.0
2009-12-12,,1.0,1.0
2009-12-13,,1.0,1.0
2009-12-14,,1.0,1.0
2009-12-15,,1.0,1.0
2009-12-16,,1.0,1.0
2009-12-17,,1.0,1.0
2009-12-18,,1.0,1.0
2009-12-19,,1.0,1.0
2009-12-20,,1.0,1.0
2009-12-21,,1.0,1.0
2009-12-22,,1.0,1.0
2009-12-23,,1.0,1.0
2009-12-24,,1.0,1.0
2009-12-25,,1.0,1.0
2009-12-26,,1.0,1.0
2009-12-27,,1.0,1.0
2009-12-28,,1.0,1.0
2009-12-29,,1.0,1.0
2009-12-30,,1.0,1.0
2009-12-31,,1.0,1.0
2010-01-01,,1.0,1.0
2010-01-02,,1.0,1.0
2010-01-03,,1.0,1.0
2010-01-04,,1.0,1.0
2010-01-05,,1.0,1.0
2010-01-06,,1.0,1.0
2010-01-07,,1.0,1.0
2010-01-08,,1.0,1.0
2010-01-09,,1.0,1.0
2010-01-10,,1.0,1.0
2010-01-11,,1.0,1.0
2010-01-12,,1.0,1.0
2010-01-13,,1.0,1.0
2010-01-14,,1.0,1.0
2010-01-15,,1.0,1.0
2010-01-16,,1.0,1.0
2010-01-17,,1.0,1.0
2010-01-18,,1.0,1.0
2010-01-19,,1.0,1.0
2010-01-20,,1.0,1.0
2010-01-21,,1.0,1.0
2010-01-22,,1.0,1.0
2010-01-23,,1.0,1.0
2010-01-24,,1.0,1.0
2010-01-25,,1.0,1.0
2010-01-26,,1.0,1.0
2010-01-27,,1.0,1.0
2010-01-28,,1.0,1.0
2010-01-29,,1.0,1.0
2010-01-30,,1.0,1.0
2010-01-31,,1.0,1.0
2010-02-01,,1.0,1.0
2010-02-02,,1.0,1.0
2010-02-03,,1.0,1.0
2010-02-04,,1.0,1.0
2010-02-05,,1.0,1.0
2010-02-06,,1.0,1.0
2010-02-07,,1.0,1.0
2010-02-08,,1.0,1.0
2010-02-09,,1.0,1.0
2010-02-10,,1.0,1.0
2010-02-11,,1.0,1.0
2010-02-12,,1.0,1.0
2010-02-13,,1.0,1.0
2010-02-14,,1.0,1.0
2010-02-15,,1.0,1.0
2010-02-16,,1.0,1.0
2010-02-17,,1.0,1.0
2010-02-18,,1.0,1.0
2010-02-19,,1.0,1.0
2010-02-20,,1.0,1.0
2010-02-21,,1.0,1.0
2010-02-22,,1.0,1.0
2010-02-23,,1.0,1.0
2010-02-24,,1.0,1.0
2010-02-25,,1.0,1.0
2010-02-26,,1.0,1.0
2010-02-27,,1.0,1.0
2010-02-28,,1.0,1.0
2010-03-01,,1.0,1.0
2010-03-02,,1.0,1.0
2010-03-03,,1.0,1.0
2010-03-04,,1.0,1.0
2010-03-05,,1.0,1.0
2010-03-06,,1.0,1.0
2010-03-07,,1.0,1.0
2010-03-08,,1.0,1.0
2010-03-09,,1.0,1.0
2010-03-10,,1.0,1.0
2010-03-11,,1.0,1.0
2010-03-12,,1.0,1.0
2010-03-13,,1.0,1.0
2010-03-14,,1.0,1.0
2010-03-15,,1.0,1.0
2010-03-16,,1.0,1.0
2010-03-17,,1.0,1.0
2010-03-18,,1.0,1.0
2010-03-19,,1.0,1.0
2010-03-20,,1.0,1.0
2010-03-21,,1.0,1.0
2010-03-22,,1.0,1.0
2010-03-23,,1.0,1.0
2010-03-24,,1.0,1.0
2010-03-25,,1.0,1.0
2010-03-26,,1.0,1.0
2010-03-27,,1.0,1.0
2010-03-28,,1.0,1.0
2010-03-29,,1.0,1.0
2010-03-30,,1.0,1.0
2010-03-31,,1.0,1.0
2010-04-01,,1.0,1.0
2010-04-02,,1.0,1.0
2010-04-03,,1.0,1.0
2010-04-04,,1.0,1.0
2010-04-05,,1.0,1.0
2010-04-06,,1.0,1.0
2010-04-07,,1.0,1.0
2010-04-08,,1.0,1.0
2010-04-09,,1.0,1.0
2010-04-10,,1.0,1.0
2010-04-11,,1.0,1.0
2010-04-12,,1.0,1.0
2010-04-13,,1.0,1.0
2010-04-14,,1.0,1.0
2010-04-15,,1.0,1.0
2010-04-16,,1.0,1.0
2010-04-17,,1.0,1.0
2010-04-18,,1.0,1.0
2010-04-19,,1.0,1.0
2010-04-20,,1.0,1.0
2010-04-21,,1.0,1.0
2010-04-22,,1.0,1.0
2010-04-23,,1.0,1.0
2010-04-24,,1.0,1.0
2010-04-25,,1.0,1.0
2010-04-26,,1.0,1.0
2010-04-27,,1.0,1.0
2010-04-28,,1.0,1.0
2010-04-29,,1.0,1.0
2010-04-30,,1.0,1.0
2010-05-01,,1.0,1.0
2010-05-02,,1.0,1.0
2010-05-03,,1.0,1.0
2010-05-04,,1.0,1.0
2010-05-05,,1.0,1.0
2010-05-06,,1.0,1.0
2010-05-07,,1.0,1.0
2010-05-08,,1.0,1.0
2010-05-09,,1.0,1.0
2010-05-10,,1.0,1.0
2010-05-11,,1.0,1.0
2010-05-12,,1.0,1.0
2010-05-13,,1.0,1.0
2010-05-14,,1.0,1.0
2010-05-15,,1.0,1.0
2010-05-16,,1.0,1.0
2010-05-17,,1.0,1.0
2010-05-18,,1.0,1.0
2010-05-19,,1.0,1.0
2010-05-20,,1.0,1.0
2010-05-21,,1.0,1.0
2010-05-22,,1.0,1.0
2010-05-23,,1.0,1.0
2010-05-24,,1.0,1.0
2010-05-25,,1.0,1.0
2010-05-26,,1.0,1.0
2010-05-27,,1.0,1.0
2010-05-28,,1.0,1.0
2010-05-29,,1.0,1.0
2010-05-30,,1.0,1.0
2010-05-31,,1.0,1.0
2010-06-01,,1.0,1.0
2010-06-02,,1.0,1.0
2010-06-03,,1.0,1.0
2010-06-04,,1.0,1.0
2010-06-05,,1.0,1.0
2010-06-06,,1.0,1.0
2010-06-07,,1.0,1.0
2010-06-08,,1.0,1.0
2010-06-09,,1.0,1.0
2010-06-10,,1.0,1.0
2010-06-11,,1.0,1.0
2010-06-12,,1.0,1.0
2010-06-13,,1.0,1.0
2010-06-14,,1.0,1.0
2010-06-15,,1.0,1.0
2010-06-16,,1.0,1.0
2010-06-17,,1.0,1.0
2010-06-18,,1.0,1.0
2010-06-19,,1.0,1.0
2010-06-20,,1.0,1.0
2010-06-21,,1.0,1.0
2010-06-22,,1.0,1.0
2010-06-23,,1.0,1.0
2010-06-24,,1.0,1.0
2010-06-25,,1.0,1.0
2010-06-26,,1.0,1.0
2010-06-27,,1.0,1.0
2010-06-28,,1.0,1.0
2010-06-29,,1.0,1.0
2010-06-30,,1.0,1.0
2010-07-01,,1.0,1.0
2010-07-02,,1.0,1.0
2010-07-03,,1.0,1.0
2010-07-04,,1.0,1.0
2010-07-05,,1.0,1.0
2010-07-06,,1.0,1.0
2010-07-07,,1.0,1.0
2010-07-08,,1.0,1.0
2010-07-09,,1.0,1.0
2010-07-10,,1.0,1.0
2010-07-11,,1.0,1.0
2010-07-12,,1.0,1.0
2010-07-13,,1.0,1.0
2010-07-14,,1.0,1.0
2010-07-15,,1.0,1.0
2010-07-16,,1.0,1.0
2010-07-17,,1.0,1.0
2010-07-18,,1.0,1.0
2010-07-19,,1.0,1.0
2010-07-20,,1.0,1.0
2010-07-21,,1.0,1.0
2010-07-22,,1.0,1.0
2010-07-23,,1.0,1.0
2010-07-24,,1.0,1.0
2010-07-25,,1.0,1.0
2010-07-26,,1.0,1.0
2010-07-27,,1.0,1.0
2010-07-28,,1.0,1.0
2010-07-29,,1.0,1.0
2010-07-30,,1.0,1.0
2010-07-31,,1.0,1.0
2010-08-01,,1.0,1.0
2010-08-02,,1.0,1.0
2010-08-03,,1.0,1.0
2010-08-04,,1.0,1.0
2010-08-05,,1.0,1.0
2010-08-06,,1.0,1.0
2010-08-07,,1.0,1.0
2010-08-08,,1.0,1.0
2010-08-09,,1.0,1.0
2010-08-10,,1.0,1.0
2010-08-11,,1.0,1.0
2010-08-12,,1.0,1.0
2010-08-13,,1.0,1.0
2010-08-14,,1.0,1.0
2010-08-15,,1.0,1.0
2010-08-16,0.06,1.0,1.0
2010-08-17,0.07,1.0,1.0
2010-08-18,0.07,1.0,1.0
2010-08-19,0.07,1.0,1.0
2010-08-20,0.07,1.0,1.0
2010-08-21,0.07,1.0,1.0
2010-08-22,0.06,209.45677114360936,1.0
2010-08-23,0.07,209.45677114360936,1.0
2010-08-24,0.07,209.45677114360936,1.0
2010-08-25,0.07,209.45677114360936,1.0
2010-08-26,0.07,209.45677114360936,1.0
2010-08-27,0.06,141.81961802409364,1.0
2010-08-28,0.06,144.54946362805538,1.0
2010-08-29,0.06,147.2651648882132,1.0
2010-08-30,0.06,150.17276087455036,1.0
2010-08-31,0.06,152.93326625328393,1.0
2010-09-01,0.06,154.64697354256637,1.0
2010-09-02,0.06,158.1604216012857,1.0
2010-09-03,0.06,162.42590323703422,1.0
2010-09-04,0.06,166.5224351057032,1.0
2010-09-05,0.06,170.7472738319517,1.0
2010-09-06,0.06,175.00601984765376,1.0
2010-09-07,0.06,181.63114146928328,1.0
2010-09-08,0.06,185.21594550462433,1.0
2010-09-09,0.06,188.24577391603785,1.0
2010-09-10,0.06,189.9399118179596,1.0
2010-09-11,0.06,193.42650192634434,1.0
2010-09-12,0.06,196.1870106133119,1.0
2010-09-13,0.06,198.11479490200207,1.0
2010-09-14,0.06,199.8890325984198,1.0
2010-09-15,0.06,203.29570252233657,1.0
2010-09-16,0.06,204.99750814111314,1.0
2010-09-17,0.06,209.26632404441906,1.0
2010-09-18,0.06,213.4504819154225,1.0
2010-09-19,0.06,217.31213572195173,1.0
2010-09-20,0.06,222.28982239835977,1.0
2010-09-21,0.06,225.4999516595004,1.0
2010-09-22,0.06,227.18099524699994,1.0
2010-09-23,0.06,228.51044155789828,1.0
2010-09-24,0.06,229.2166650477926,1.0
2010-09-25,0.06,229.46672683917745,1.0
2010-09-26,0.06,231.00377083562472,1.0
2010-09-27,0.06,231.85831707561846,1.0
2010-09-28,0.06,230.80682270492534,1.0
2010-09-29,0.06,230.196534007879,1.0
2010-09-30,0.06,229.98447390048526,1.0
2010-10-01,0.06,235.95245756432473,1.0
2010-10-02,0.06,235.47405352555143,1.0
2010-10-03,0.06,235.42545930414425,1.0
2010-10-04,0.06,244.5441599444843,1.0
2010-10-05,0.06,260.01659751611544,1.0
2010-10-06,0.06,268.19827848166966,1.0
2010-10-07,0.06,272.30868319743314,1.0
2010-10-08,0.08,272.30868319743314,1.0
2010-10-09,0.09,272.30868319743314,1.0
2010-10-10,0.1,272.30868319743314,1.0
2010-10-11,0.1,272.30868319743314,1.0
2010-10-12,0.09,355.7696233804579,1.0
2010-10-13,0.1,355.7696233804579,1.0
2010-10-14,0.1,355.7696233804579,1.0
2010-10-15,0.1,355.7696233804579,1.0
2010-10-16,0.1,355.7696233804579,1.0
2010-10-17,0.1,355.7696233804579,1.0
2010-10-18,0.1,355.7696233804579,1.0
2010-10-19,0.1,355.7696233804579,1.0
2010-10-20,0.1,355.7696233804579,1.0
2010-10-21,0.1,355.7696233804579,1.0
2010-10-22,0.11,355.7696233804579,1.0
2010-10-23,0.11,355.7696233804579,1.0
2010-10-24,0.11,355.7696233804579,1.0
2010-10-25,0.15,355.7696233804579,1.0
2010-10-26,0.16,355.7696233804579,1.0
2010-10-27,0.18,355.7696233804579,1.0
2010-10-28,0.19,355.7696233804579,1.0
2010-10-29,0.19,355.7696233804579,1.0
2010-10-30,0.19,355.7696233804579,1.0
2010-10-31,0.19,355.7696233804579,1.0
2010-11-01,0.19,355.7696233804579,1.0
2010-11-02,0.19,355.7696233804579,1.0
2010-11-03,0.19,355.7696233804579,1.0
2010-11-04,0.21,355.7696233804579,1.0
2010-11-05,0.24,355.7696233804579,1.0
2010-11-06,0.29,355.7696233804579,1.0
2010-11-07,0.36,355.7696233804579,1.0
2010-11-08,0.32,996.7349279387022,1.0
2010-11-09,0.27,370.8428005249998,1.0
2010-11-10,0.2,168.40813532980098,1.0
2010-11-11,0.22,90.8220408898789,1.0
2010-11-12,0.26,68.8462631461069,1.0
2010-11-13,0.29,89.3738199104361,1.0
2010-11-14,0.28,83.76798752747354,1.0
2010-11-15,0.27,70.96635131457633,1.0
2010-11-16,0.25,53.08395151145211,1.0
2010-11-17,0.26,49.36022420380715,1.0
2010-11-18,0.27,54.74127012462474,1.0
2010-11-19,0.27,57.38543307994786,1.0
2010-11-20,0.28,68.92380259246056,1.0
2010-11-21,0.28,74.77252387294504,1.0
2010-11-22,0.28,77.71188604613104,1.0
2010-11-23,0.28,79.55597164093147,1.0
2010-11-24,0.28,80.49701563318878,1.0
2010-11-25,0.28,81.29711366475216,1.0
2010-11-26,0.28,89.6130457286298,1.0
2010-11-27,0.28,93.83965612845769,1.0
2010-11-28,0.28,96.38255185786217,1.0
2010-11-29,0.25,64.00602905010474,1.0
2010-11-30,0.21,38.66661622006239,1.0
2010-12-01,0.21,26.194569244657842,1.0
2010-12-02,0.24,25.983533095604542,1.0
2010-12-03,0.25,29.940278997647873,1.0
2010-12-04,0.23,25.262299274177753,1.0
2010-12-05,0.21,19.345881018634934,1.0
2010-12-06,0.2,15.566039730057362,1.0
2010-12-07,0.22,16.85325689261071,1.0
2010-12-08,0.23,19.891554492396388,1.0
2010-12-09,0.21,17.25103565814372,1.0
2010-12-10,0.19,13.341707299835381,1.0
2010-12-11,0.22,16.018080545899323,1.0
2010-12-12,0.21,15.43287505946568,1.0
2010-12-13,0.22,17.200942475930837,1.0
2010-12-14,0.23,20.54878791954421,1.0
2010-12-15,0.24,25.582458121834705,1.0
2010-12-16,0.25,32.949733347091716,1.0
2010-12-17,0.25,36.6481327506916,1.0
2010-12-18,0.25,38.53877372683562,1.0
2010-12-19,0.24,34.38822704312794,1.0
2010-12-20,0.26,44.80060097228307,1.0
2010-12-21,0.25,42.24759990099899,1.0
2010-12-22,0.25,41.02418977918122,1.0
2010-12-23,0.25,40.40523596744678,1.0
2010-12-24,0.25,40.259789105362735,1.0
2010-12-25,0.25,40.17634023954537,1.0
2010-12-26,0.25,40.12704520115624,1.0
2010-12-27,0.26,48.820584445691,1.0
2010-12-28,0.27,66.57346849428352,1.0
2010-12-29,0.29,125.70916701387742,1.0
2010-12-30,0.3,201.4888444264877,1.0
2010-12-31,0.29,187.6482020153694,1.0
2011-01-01,0.3,232.52044315107105,1.0
2011-01-02,0.3,254.82069610741178,1.0
2011-01-03,0.3,266.0242732995138,1.0
2011-01-04,0.29,211.21319818186947,1.0
2011-01-05,0.3,244.10826162784102,1.0
2011-01-06,0.3,260.4795435783577,1.0
2011-01-07,0.31,386.42716408271036,1.0
2011-01-08,0.31,449.0820320180612,1.0
2011-01-09,0.32,1397.0962004874023,1.0
2011-01-10,0.32,1866.0762987965002,1.0
2011-01-11,0.32,3640.218790209262,1.0
2011-01-12,0.34,7711.514050598113,1.0
2011-01-13,0.36,7711.514050598113,1.0
2011-01-14,0.39,7711.514050598113,1.0
2011-01-15,0.39,7711.514050598113,1.0
2011-01-16,0.39,7711.514050598113,1.0
2011-01-17,0.35,721.8322613428146,1.0
2011-01-18,0.32,327.881631700164,1.0
2011-01-19,0.31,185.31537248053695,1.0
2011-01-20,0.35,259.8962013288561,1.0
2011-01-21,0.4,259.8962013288561,1.0
2011-01-22,0.43,259.8962013288561,1.0
2011-01-23,0.44,259.8962013288561,1.0
2011-01-24,0.41,647.7695215329766,1.0
2011-01-25,0.42,982.8127109526856,1.0
2011-01-26,0.41,787.6562633416387,1.0
2011-01-27,0.44,787.6562633416387,1.0
2011-01-28,0.43,460.54772924105106,1.0
2011-01-29,0.44,460.54772924105106,1.0
2011-01-30,0.46,460.54772924105106,1.0
2011-01-31,0.51,460.54772924105106,1.0
2011-02-01,0.74,460.54772924105106,1.0
2011-02-02,0.73,4225.471343129348,1.0
2011-02-03,0.71,2038.1401266123498,1.0
2011-02-04,0.8,2038.1401266123498,1.0
2011-02-05,0.86,2038.1401266123498,1.0
2011-02-06,0.87,2038.1401266123498,1.0
2011-02-07,0.86,8480.600507198797,1.0
2011-02-08,0.9,8480.600507198797,1.0
2011-02-09,0.96,8480.600507198797,1.0
2011-02-10,0.96,8480.600507198797,1.0
2011-02-11,0.99,8480.600507198797,1.0
2011-02-12,1.06,8480.600507198797,1.0
2011-02-13,1.05,12392.665165961325,1.0
2011-02-14,1.06,12392.665165961325,1.0
2011-02-15,1.05,6572.097041905392,1.0
2011-02-16,1.04,3763.222333259727,1.0
2011-02-17,1.04,2820.7421524989836,1.0
2011-02-18,0.89,1394.489120753035,1.0
2011-02-19,0.91,745.2808655314567,1.0
2011-02-20,0.85,403.91689206096237,1.0
2011-02-21,0.84,233.2056752124193,1.0
2011-02-22,0.88,166.7556484245366,1.0
2011-02-23,0.9,146.12817755980402,1.0
2011-02-24,0.95,198.45675514390314,1.0
2011-02-25,0.96,252.78007623820747,1.0
2011-02-26,0.94,232.9279595354596,1.0
