Date,Price,Unrealised Profit/Loss Ratio (+ve),Unrealised Profit/Loss Ratio (-ve)
2013-04-21,118.02,19.336086773811378,1.0
2013-04-22,123.61,20.75596604277445,1.0
2013-04-23,136.72,26.815339387515962,1.0
2013-04-24,150.0,36.79796376865543,1.0
2013-04-25,141.03,34.028067218045415,1.0
2013-04-26,137.32,30.877821663387472,1.0
2013-04-27,128.77,25.223033231282866,1.0
2013-04-28,135.03,25.613189118755795,1.0
2013-04-29,142.96,30.63879263844844,1.0
2013-04-30,139.24,30.74199062741995,1.0
2013-05-01,116.75,21.507590021230882,1.0
2013-05-02,105.66,14.940379766451711,1.0
2013-05-03,94.23,10.382070151372705,1.0
2013-05-04,111.83,10.843394101381985,1.0
2013-05-05,116.92,12.416652098446542,1.0
2013-05-06,112.49,12.041713424119552,1.0
2013-05-07,111.56,11.746707578541816,1.0
2013-05-08,113.54,12.1938797363695,1.0
2013-05-09,111.97,12.0699254414566,1.0
2013-05-10,117.89,13.94657622982845,1.0
2013-05-11,115.52,14.182994191770659,1.0
2013-05-12,114.3,13.961328939637914,1.0
2013-05-13,115.99,14.425439810078243,1.0
2013-05-14,107.09,12.181853399410116,1.0
2013-05-15,108.95,11.590724885087166,1.0
2013-05-16,113.23,12.583527075859402,1.0
2013-05-17,117.43,14.478825622372735,1.0
2013-05-18,118.37,15.72734487532826,1.0
2013-05-19,116.67,15.799640596470196,1.0
2013-05-20,118.02,16.331590252102327,1.0
2013-05-21,117.24,16.357053079040607,1.0
2013-05-22,118.77,16.921004488431937,1.0
2013-05-23,123.74,19.082897451767927,1.0
2013-05-24,128.67,22.42778012296228,1.0
2013-05-25,128.92,24.72109604228995,1.0
2013-05-26,129.92,26.47887394238004,1.0
2013-05-27,126.22,25.124154306047753,1.0
2013-05-28,125.99,24.39099038857166,1.0
2013-05-29,130.35,26.62212895976028,1.0
2013-05-30,126.41,25.30182357256985,1.0
2013-05-31,127.94,25.63574788861166,1.0
2013-06-01,128.77,26.32038134127903,1.0
2013-06-02,122.5,22.946535116759165,1.0
2013-06-03,123.06,21.650826813565736,1.0
2013-06-04,120.21,19.674114889108196,1.0
2013-06-05,120.75,18.97151284591752,1.0
2013-06-06,119.07,17.87770154755019,1.0
2013-06-07,110.12,14.147527125562235,1.0
2013-06-08,109.14,12.075462049396744,1.0
2013-06-09,100.48,9.397135198731666,1.0
2013-06-10,104.26,8.732927282105427,1.0
2013-06-11,107.36,9.078635638972532,1.0
2013-06-12,107.09,9.212616347231037,1.0
2013-06-13,101.97,8.272133410309507,1.0
2013-06-14,99.1,7.39771824547682,1.0
2013-06-15,99.58,7.048519756209476,1.0
2013-06-16,99.06,6.808024591460931,1.0
2013-06-17,100.0,6.8498125036341495,1.0
2013-06-18,104.32,7.65440758180521,1.0
2013-06-19,105.2,8.261711311912656,1.0
2013-06-20,103.3,8.180409462727786,1.0
2013-06-21,101.56,7.845289907858817,1.0
2013-06-22,100.11,7.445630610933715,1.0
2013-06-23,100.35,7.302954351653794,1.0
2013-06-24,99.14,7.053683942120825,1.0
2013-06-25,97.87,6.751724947051736,1.0
2013-06-26,98.87,6.778242550544063,1.0
2013-06-27,96.92,6.514320586950986,1.0
2013-06-28,89.44,5.5020444190538615,1.0
2013-06-29,88.88,4.95887598799405,1.0
2013-06-30,89.54,4.770069320502172,1.0
2013-07-01,83.66,4.177992403075038,1.0
2013-07-02,87.72,4.230152565678649,1.0
2013-07-03,77.52,3.5322248093282957,1.0
2013-07-04,79.0,3.2861404597550017,1.0
2013-07-05,67.41,2.633644427042809,1.0
2013-07-06,65.68,2.2624948163574796,1.0
2013-07-07,71.74,2.332571675421614,1.0
2013-07-08,74.4,2.502180590787562,1.0
2013-07-09,75.0,2.625674586633968,1.0
2013-07-10,85.91,3.4549757251036266,1.0
2013-07-11,87.61,4.041042104231582,1.0
2013-07-12,88.61,4.429058082925901,1.0
2013-07-13,91.61,4.970937169637049,1.0
2013-07-14,89.99,5.047867521248845,1.0
2013-07-15,93.75,5.567455239463262,1.0
2013-07-16,91.65,5.567617572369107,1.0
2013-07-17,91.02,5.511374991471314,1.0
2013-07-18,84.99,4.8520129210416965,1.0
2013-07-19,86.13,4.648716212329161,1.0
2013-07-20,84.76,4.423686123802262,1.0
2013-07-21,85.8,4.422794990414479,1.0
2013-07-22,85.58,4.412964941037149,1.0
2013-07-23,86.99,4.56020343424958,1.0
2013-07-24,88.25,4.777031047032102,1.0
2013-07-25,90.18,5.117033407077736,1.0
2013-07-26,90.1,5.28443080335315,1.0
2013-07-27,88.16,5.137157297931055,1.0
2013-07-28,92.77,5.657485406536236,1.0
2013-07-29,93.38,6.053144330351233,1.0
2013-07-30,96.72,6.7894879667072,1.0
2013-07-31,97.83,7.350422606004113,1.0
2013-08-01,96.53,7.409732212201675,1.0
2013-08-02,95.94,7.328303889127019,1.0
2013-08-03,95.54,7.20331155326345,1.0
2013-08-04,96.36,7.287210159256388,1.0
2013-08-05,97.81,7.589123938343218,1.0
2013-08-06,97.68,7.729562479183467,1.0
2013-08-07,97.02,7.682577117746373,1.0
2013-08-08,94.27,7.179633893702421,1.0
2013-08-09,92.72,6.682858612868384,1.0
2013-08-10,93.24,6.532114389708397,1.0
2013-08-11,94.17,6.619288477406837,1.0
2013-08-12,95.44,6.8988116951210685,1.0
2013-08-13,98.01,7.513262582194067,1.0
2013-08-14,99.17,8.047422385764966,1.0
2013-08-15,98.05,8.096468347077124,1.0
2013-08-16,98.25,8.169429795913699,1.0
2013-08-17,99.67,8.48923706151403,1.0
2013-08-18,99.3,8.575987574806664,1.0
2013-08-19,102.8,9.371769609167876,1.0
2013-08-20,104.57,10.229525361375853,1.0
2013-08-21,111.0,12.6833647612562,1.0
2013-08-22,109.76,13.45859498486163,1.0
2013-08-23,107.78,13.183790048621667,1.0
2013-08-24,109.04,13.478217691522442,1.0
2013-08-25,113.21,15.233834977104049,1.0
2013-08-26,112.23,15.704656397678962,1.0
2013-08-27,117.71,18.480196090977326,1.0
2013-08-28,118.3,20.162629913034557,1.0
2013-08-29,119.0,21.433439613124172,1.0
2013-08-30,124.83,25.461588625039703,1.0
2013-08-31,127.45,28.917313341419188,1.0
2013-09-01,130.66,33.34994238232692,1.0
2013-09-02,129.61,34.58001708546746,1.0
2013-09-03,129.14,34.681294422429346,1.0
2013-09-04,122.59,29.359027369283208,1.0
2013-09-05,122.62,26.937605665644032,1.0
2013-09-06,117.68,22.737603104933605,1.0
2013-09-07,119.57,21.790527858895828,1.0
2013-09-08,118.26,20.58204772119207,1.0
2013-09-09,121.0,21.657130048503326,1.0
2013-09-10,122.2,22.98798185922118,1.0
2013-09-11,127.16,27.40406284575894,1.0
2013-09-12,127.03,29.41632048731751,1.0
2013-09-13,127.41,30.738260777979576,1.0
2013-09-14,124.05,28.413859484668844,1.0
2013-09-15,125.09,28.15506390228191,1.0
2013-09-16,126.27,29.08446649798129,1.0
2013-09-17,126.96,30.170491244383147,1.0
2013-09-18,127.15,30.848857199536386,1.0
2013-09-19,124.12,28.29825367975151,1.0
2013-09-20,122.92,26.067472264857134,1.0
2013-09-21,123.48,25.555745767638133,1.0
2013-09-22,123.16,25.050105532897742,1.0
2013-09-23,122.81,24.542720635997956,1.0
2013-09-24,123.75,25.129015298014515,1.0
2013-09-25,123.96,25.61063994422799,1.0
2013-09-26,124.65,26.473414910981,1.0
2013-09-27,126.73,28.773767799329413,1.0
2013-09-28,126.83,30.026954668481196,1.0
2013-09-29,127.01,30.775601817354076,1.0
2013-09-30,126.22,30.41228846773471,1.0
2013-10-01,127.54,31.4880728773263,1.0
2013-10-02,103.46,19.244071438882838,1.0
2013-10-03,117.66,17.944919379463983,1.0
2013-10-04,122.09,20.316183285342362,1.0
2013-10-05,121.27,20.87721311238861,1.0
2013-10-06,122.49,22.170532052321246,1.0
2013-10-07,123.5,23.625685676417525,1.0
2013-10-08,124.86,25.6167787472691,1.0
2013-10-09,125.9,27.600683097299175,1.0
2013-10-10,126.35,29.09097802751761,1.0
2013-10-11,127.35,30.769218721277284,1.0
2013-10-12,127.77,31.952654756188767,1.0
2013-10-13,132.45,36.382719482644475,1.0
2013-10-14,135.41,41.060173284404065,1.0
2013-10-15,141.42,49.37192187341227,1.0
2013-10-16,138.21,48.93119491588675,1.0
2013-10-17,143.73,55.376599026687686,1.0
2013-10-18,152.89,69.25497742402538,1.0
2013-10-19,165.24,93.21745174242862,1.0
2013-10-20,166.53,107.63345606576371,1.0
2013-10-21,179.92,144.161180844922,1.0
2013-10-22,189.54,186.3586376157544,1.0
2013-10-23,203.68,300.4807151625465,1.0
2013-10-24,195.11,277.9427117622804,1.0
2013-10-25,187.52,212.24775871913198,1.0
2013-10-26,179.96,149.1553132256181,1.0
2013-10-27,194.49,199.15087485831305,1.0
2013-10-28,196.0,234.9938807063082,1.0
2013-10-29,204.27,323.75507212782895,1.0
2013-10-30,197.52,283.99046909684915,1.0
2013-10-31,203.02,332.7552092154965,1.0
2013-11-01,202.99,356.691502667883,1.0
2013-11-02,204.7,387.01275125765085,1.0
2013-11-03,210.0,460.74178315756376,1.0
2013-11-04,229.24,1673.4493585754358,1.0
2013-11-05,243.49,3576.3113621498997,1.0
2013-11-06,261.93,43240.012218774486,1.0
2013-11-07,290.01,25204.261255466838,1.0
2013-11-08,333.8,25204.261255466838,1.0
2013-11-09,329.16,8914.064995796462,1.0
2013-11-10,326.49,4429.935302441772,1.0
2013-11-11,343.19,4403.90954201497,1.0
2013-11-12,354.9,32233.639799576275,1.0
2013-11-13,392.1,20074.77585582883,1.0
2013-11-14,415.98,18918.838820134166,1.0
2013-11-15,410.46,10088.608749909487,1.0
2013-11-16,435.82,14337.457218264797,1.0
2013-11-17,479.5,219816.18686394414,1.0
2013-11-18,650.0,219816.18686394414,1.0
2013-11-19,546.46,73338.79221473687,1.0
2013-11-20,598.49,31757.187387699938,1.0
2013-11-21,718.99,41820.73768571668,1.0
2013-11-22,796.5,282644.1958137067,1.0
2013-11-23,827.0,140225.17466325616,1.0
2013-11-24,807.24,69998.13156070549,1.0
2013-11-25,816.27,35597.87193768534,1.0
2013-11-26,911.99,35597.87193768534,1.0
2013-11-27,963.85,80266.75425648241,1.0
2013-11-28,1013.5,37011.59185632444,1.0
2013-11-29,1127.49,47949.138063577215,1.0
2013-11-30,1124.86,24703.428890373947,1.0
2013-12-01,950.0,12212.24882182127,1.0
2013-12-02,1042.0,6318.8462799007,1.0
2013-12-03,1051.84,3465.709608537548,1.0
2013-12-04,1138.58,8653.54723922418,1.0
2013-12-05,1030.99,4445.768328413643,1.0
2013-12-06,810.0,2233.347047776807,1.0
2013-12-07,703.81,1122.544038999294,1.0
2013-12-08,786.2,571.8122525143654,1.0
2013-12-09,895.0,310.57573997275114,1.0
2013-12-10,976.26,218.41951853849545,1.0
2013-12-11,876.88,130.17163474314881,1.0
2013-12-12,873.0,85.72679591781932,1.0
2013-12-13,879.25,64.9136262289213,1.0
2013-12-14,852.88,51.06309831063922,1.0
2013-12-15,862.49,46.26344330682465,1.0
2013-12-16,678.79,28.191630351087795,1.0
2013-12-17,681.56,19.378362975519607,1.0
2013-12-18,520.12,11.93037267018134,1.0
2013-12-19,683.71,11.803790339364221,1.0
2013-12-20,609.74,9.6799647273558,1.0
2013-12-21,597.5,8.421165977327087,1.0
2013-12-22,614.55,8.489973875701308,1.0
2013-12-23,659.9,10.03328241248789,1.0
2013-12-24,649.54,10.489724788839712,1.0
2013-12-25,678.51,11.806223458685228,1.0
2013-12-26,747.97,16.570022336968012,1.0
2013-12-27,718.8,16.9366608623235,1.0
2013-12-28,717.82,17.092100082426818,1.0
2013-12-29,728.09,17.89084762065589,1.0
2013-12-30,736.5,19.098515637911174,1.0
2013-12-31,731.96,19.657997607194595,1.0
2014-01-01,754.51,22.124763893811036,1.0
2014-01-02,783.84,26.754986232086292,1.0
2014-01-03,808.39,33.131418182795635,1.0
2014-01-04,828.74,40.5849706359135,1.0
2014-01-05,902.35,68.08169154250801,1.0
2014-01-06,908.01,82.7651664978501,1.0
2014-01-07,810.93,59.43023342512094,1.0
2014-01-08,820.99,50.92146350940812,1.0
2014-01-09,827.07,48.24038590262946,1.0
2014-01-10,847.48,52.27169030763786,1.0
2014-01-11,886.47,68.232192214604,1.0
2014-01-12,844.05,60.793635764073436,1.0
2014-01-13,827.0,53.08643804996687,1.0
2014-01-14,815.55,46.66855971295121,1.0
2014-01-15,840.75,50.098467451279426,1.0
2014-01-16,816.55,45.246160233184405,1.0
2014-01-17,793.98,37.88669571206464,1.0
2014-01-18,809.18,37.57307345887688,1.0
2014-01-19,841.54,46.26708157867424,1.0
2014-01-20,829.6,47.34794584891003,1.0
2014-01-21,824.49,46.83074156019595,1.0
2014-01-22,819.5,45.29501972320584,1.0
2014-01-23,809.69,41.861195427271255,1.0
2014-01-24,780.76,34.40171462084081,1.0
2014-01-25,802.55,34.97914745067867,1.0
2014-01-26,813.37,38.17578011915589,1.0
2014-01-27,743.5,28.189867485445184,1.0
2014-01-28,786.91,29.013615678633812,1.0
2014-01-29,793.75,30.91109922545863,1.0
2014-01-30,798.41,33.18298534360282,1.0
2014-01-31,803.0,35.58090625785762,1.0
2014-02-01,812.18,39.34233395525622,1.0
2014-02-02,815.0,42.24976000415505,1.0
2014-02-03,806.77,41.242647064601556,1.0
2014-02-04,800.21,39.40239583707226,1.0
2014-02-05,780.39,33.6639393912358,1.0
2014-02-06,763.61,28.102859031392757,1.0
2014-02-07,710.1,20.57179720807978,1.0
2014-02-08,680.49,15.353665944511143,1.0
2014-02-09,686.77,13.068664762322152,1.0
2014-02-10,688.7,12.098158214908102,1.0
2014-02-11,677.0,11.148725023579912,1.0
2014-02-12,651.6,9.794063025553601,1.0
2014-02-13,615.25,8.0861831650088,1.0
2014-02-14,670.27,9.028489992183292,1.0
2014-02-15,655.83,8.983478451952287,1.0
2014-02-16,624.31,7.99001481227247,1.0
2014-02-17,630.71,7.706208158449543,1.0
2014-02-18,626.89,7.501003342493389,1.0
2014-02-19,624.42,7.375327885405037,1.0
2014-02-20,563.51,5.994756468100618,1.0
2014-02-21,574.83,5.511779401873801,1.0
2014-02-22,605.35,5.930458900723625,1.0
2014-02-23,605.5,6.1568652256796295,1.0
2014-02-24,545.56,5.1877085605178515,1.0
2014-02-25,539.85,4.710582381319217,1.0
2014-02-26,585.34,5.289196695693736,1.0
2014-02-27,586.56,5.63483552750009,1.0
2014-02-28,547.5,5.070266627211247,1.0
2014-03-01,567.11,5.1743893841701825,1.0
2014-03-02,554.19,5.0048842471823916,1.0
2014-03-03,676.38,8.891852336415512,1.0
2014-03-04,674.21,10.814613094594957,1.0
2014-03-05,670.7,11.684533607356201,1.0
2014-03-06,669.0,12.050529158765436,1.0
2014-03-07,630.79,10.375246247197822,1.0
2014-03-08,620.52,9.17290029719854,1.0
2014-03-09,640.0,9.260721993819615,1.0
2014-03-10,628.1,8.826841101995205,1.0
2014-03-11,635.7,8.923263385062459,1.0
2014-03-12,634.95,8.963166428076214,1.0
2014-03-13,642.5,9.333349099218427,1.0
2014-03-14,629.48,8.974113114048883,1.0
2014-03-15,634.91,9.051847384504862,1.0
2014-03-16,634.98,9.103101538568168,1.0
2014-03-17,622.39,8.615295704864241,1.0
2014-03-18,611.05,7.964248829600747,1.0
2014-03-19,611.24,7.681390219484898,1.0
2014-03-20,585.6,6.791732290610051,1.0
2014-03-21,570.93,5.998073512391498,1.0
2014-03-22,563.73,5.4542096433616365,1.0
2014-03-23,561.47,5.1433932187459215,1.0
2014-03-24,584.4,5.523827899070078,1.0
2014-03-25,583.48,5.697068968528784,1.0
2014-03-26,581.92,5.7528138320238735,1.0
2014-03-27,475.43,4.152760789079154,1.0
2014-03-28,500.37,3.6123589455754788,1.0
2014-03-29,491.99,3.2567742383446427,1.0
2014-03-30,460.92,2.8061976566696996,1.0
2014-03-31,455.24,2.547894573553462,1.0
2014-04-01,479.2,2.627194916440211,1.0
2014-04-02,439.21,2.3499244004139634,1.0
2014-04-03,450.96,2.302222333319596,1.0
2014-04-04,451.73,2.2881877065795253,1.0
2014-04-05,463.25,2.392161261233107,1.0
2014-04-06,457.47,2.3978205047711296,1.0
2014-04-07,449.05,2.335740220128466,1.0
2014-04-08,453.28,2.3420275772131087,1.0
2014-04-09,441.93,2.260193295648525,1.0
2014-04-10,370.26,1.8114069587808213,1.0
2014-04-11,423.41,1.8882259611475525,1.0
2014-04-12,423.12,1.9258816647326817,1.0
2014-04-13,416.38,1.9017206553375532,1.0
2014-04-14,459.82,2.2177813170073373,1.0
2014-04-15,523.1,3.105930489518222,1.0
2014-04-16,528.13,3.620936091635227,1.0
2014-04-17,498.6,3.4679309688302347,1.0
2014-04-18,482.49,3.2137319789765035,1.0
2014-04-19,503.8,3.338679710026552,1.0
2014-04-20,501.54,3.379021821008015,1.0
2014-04-21,496.65,3.340069768527048,1.0
2014-04-22,489.26,3.2397297704697,1.0
2014-04-23,489.55,3.1918405561242063,1.0
2014-04-24,502.32,3.3263098109819182,1.0
2014-04-25,466.7,2.9973386803565,1.0
2014-04-26,461.48,2.785106026062249,1.0
2014-04-27,439.9,2.4953092001696877,1.0
2014-04-28,440.01,2.356420936419114,1.0
2014-04-29,448.06,2.3563327630981137,1.0
2014-04-30,448.85,2.3647080132299823,1.0
2014-05-01,460.15,2.4702879628076664,1.0
2014-05-02,450.89,2.4421848825235717,1.0
2014-05-03,439.86,2.3370606218931353,1.0
2014-05-04,437.5,2.267257286988721,1.0
2014-05-05,431.27,2.1872629361985245,1.0
2014-05-06,429.5,2.137422788705064,1.0
2014-05-07,443.76,2.227824041497527,1.0
2014-05-08,439.0,2.2348542102728772,1.0
2014-05-09,452.61,2.3551428825556844,1.0
2014-05-10,455.19,2.4392324862426014,1.0
2014-05-11,438.3,2.3368958567650107,1.0
2014-05-12,442.47,2.321991865388937,1.0
2014-05-13,438.85,2.286641385854627,1.0
2014-05-14,446.13,2.3358338408489914,1.0
2014-05-15,446.53,2.3650738099893927,1.0
2014-05-16,447.0,2.3863652014849803,1.0
2014-05-17,450.73,2.4310480784690527,1.0
2014-05-18,446.89,2.419891877897702,1.0
2014-05-19,447.76,2.4240688508821773,1.0
2014-05-20,488.81,2.847460557702137,1.0
2014-05-21,493.32,3.114654944722153,1.0
2014-05-22,528.16,3.752877600185527,1.0
2014-05-23,523.06,3.986364382578991,1.0
2014-05-24,527.0,4.187516124065805,1.0
2014-05-25,572.09,5.252433636043145,1.0
2014-05-26,584.88,6.157307898060487,1.0
2014-05-27,572.7,6.228753881513207,1.0
2014-05-28,580.68,6.493051798839545,1.0
2014-05-29,572.62,6.399966529053481,1.0
2014-05-30,620.65,8.036447780251725,1.0
2014-05-31,626.42,9.133232284665809,1.0
2014-06-01,627.48,9.711554089375378,1.0
2014-06-02,663.48,11.983834544204758,1.0
2014-06-03,670.32,13.559026093696929,1.0
2014-06-04,643.23,12.731201026455135,1.0
2014-06-05,662.37,13.43740139642156,1.0
2014-06-06,649.23,12.957777944876028,1.0
2014-06-07,655.95,13.139974104108818,1.0
2014-06-08,656.7,13.276141148818825,1.0
2014-06-09,648.82,12.850919656071671,1.0
2014-06-10,648.53,12.612816816013094,1.0
2014-06-11,622.63,10.992994528028587,1.0
2014-06-12,571.84,8.299488973546726,1.0
2014-06-13,591.0,7.5370070858694,1.0
2014-06-14,566.29,6.44755525955227,1.0
2014-06-15,584.29,6.4137411674470215,1.0
2014-06-16,589.06,6.552791307064144,1.0
2014-06-17,606.74,7.294527636761036,1.0
2014-06-18,607.97,7.721993424781015,1.0
2014-06-19,592.72,7.3447591733498925,1.0
2014-06-20,592.97,7.17287795767219,1.0
2014-06-21,591.69,7.04744410091361,1.0
2014-06-22,599.93,7.291252231804723,1.0
2014-06-23,588.66,7.015635401009208,1.0
2014-06-24,573.8,6.411320406621285,1.0
2014-06-25,560.33,5.75821974634012,1.0
2014-06-26,577.34,5.90213255366754,1.0
2014-06-27,599.85,6.746347126244789,1.0
2014-06-28,590.79,6.833935066076354,1.0
2014-06-29,600.0,7.213174873620242,1.0
2014-06-30,636.09,9.114326703990237,1.0
2014-07-01,644.57,10.530959083188321,1.0
2014-07-02,650.05,11.566293852631299,1.0
2014-07-03,647.44,11.92424101603043,1.0
2014-07-04,629.0,10.992394069790562,1.0
2014-07-05,630.68,10.629105528028907,1.0
2014-07-06,631.84,10.516643921092104,1.0
2014-07-07,623.88,10.014385249898936,1.0
2014-07-08,624.47,9.802119928643663,1.0
2014-07-09,620.84,9.50180033479443,1.0
2014-07-10,616.79,9.148900044891327,1.0
2014-07-11,633.7,9.900658008143662,1.0
2014-07-12,636.18,10.426091679800788,1.0
2014-07-13,629.33,10.282787026850716,1.0
2014-07-14,619.9,9.697696460131558,1.0
2014-07-15,623.82,9.620317616536369,1.0
2014-07-16,616.93,9.219433730065479,1.0
2014-07-17,626.08,9.512197118307002,1.0
2014-07-18,631.85,9.993655517974242,1.0
2014-07-19,629.31,10.119700854620703,1.0
2014-07-20,626.99,10.056342420929564,1.0
2014-07-21,622.24,9.757863623200858,1.0
2014-07-22,620.0,9.487725502565972,1.0
2014-07-23,620.12,9.362717199756553,1.0
2014-07-24,603.97,8.503106236449582,1.0
2014-07-25,602.58,8.022175845652269,1.0
2014-07-26,595.07,7.482313884262773,1.0
2014-07-27,591.75,7.093702586564717,1.0
2014-07-28,589.97,6.850706559479468,1.0
2014-07-29,584.38,6.5490465880935425,1.0
2014-07-30,562.11,5.758582081223777,1.0
2014-07-31,582.03,5.942757520325028,1.0
2014-08-01,598.84,6.650842263502476,1.0
2014-08-02,590.73,6.694796783590412,1.0
2014-08-03,584.74,6.510562401696259,1.0
2014-08-04,588.24,6.543298785926371,1.0
2014-08-05,580.29,6.2727057696357695,1.0
2014-08-06,582.01,6.201962363588356,1.0
2014-08-07,585.35,6.284165788134983,1.0
2014-08-08,588.5,6.437198052947672,1.0
2014-08-09,588.65,6.5205425423684895,1.0
2014-08-10,589.79,6.605864028480082,1.0
2014-08-11,573.04,6.0851107704337055,1.0
2014-08-12,568.42,5.695216542093546,1.0
2014-08-13,549.98,5.044753652360764,1.0
2014-08-14,505.64,4.002182581013536,1.0
2014-08-15,501.57,3.437159821772046,1.0
2014-08-16,524.23,3.468324155955059,1.0
2014-08-17,499.06,3.144364618012821,1.0
2014-08-18,474.0,2.7346261191084,1.0
2014-08-19,490.0,2.6932163653567436,1.0
2014-08-20,517.2,3.016042322293833,1.0
2014-08-21,520.07,3.2264199729021943,1.0
2014-08-22,516.13,3.276228008188766,1.0
2014-08-23,496.97,3.057322612627809,1.0
2014-08-24,508.23,3.092313927675361,1.0
2014-08-25,503.13,3.0473230122763386,1.0
2014-08-26,512.48,3.15231284773792,1.0
2014-08-27,510.99,3.1859989855982596,1.0
2014-08-28,506.4,3.175178392278087,1.0
2014-08-29,508.86,3.2130081134485273,1.0
2014-08-30,501.0,3.124515307226062,1.0
2014-08-31,478.46,2.8138956940572504,1.0
2014-09-01,475.19,2.626779988645061,1.0
2014-09-02,474.16,2.5276956330109117,1.0
2014-09-03,475.47,2.4938447354664848,1.0
2014-09-04,488.24,2.6183938268498506,1.0
2014-09-05,477.53,2.562948376905487,1.0
2014-09-06,479.57,2.5582847438084273,1.0
2014-09-07,476.97,2.532910639772642,1.0
2014-09-08,467.84,2.43019098308382,1.0
2014-09-09,473.94,2.4464454033175893,1.0
2014-09-10,477.17,2.492008538907292,1.0
2014-09-11,477.76,2.523504956938992,1.0
2014-09-12,473.78,2.50139960154174,1.0
2014-09-13,477.63,2.532483533149119,1.0
2014-09-14,475.48,2.525534182077225,1.0
2014-09-15,470.42,2.4719949823084155,1.0
2014-09-16,463.42,2.378004602436591,1.0
2014-09-17,452.63,2.235662790411715,1.0
2014-09-18,426.19,1.9712848758589228,1.0
2014-09-19,394.91,1.6644837310565928,1.0
2014-09-20,412.18,1.6105913270267282,1.0
2014-09-21,400.22,1.517954639348181,1.0
2014-09-22,399.96,1.4719872237784886,1.0
2014-09-23,439.55,1.7068721043976438,1.0
2014-09-24,423.61,1.7111344826738146,1.0
2014-09-25,409.11,1.6241743658664678,1.0
2014-09-26,404.95,1.560590794370495,1.0
2014-09-27,400.84,1.5070423286557633,1.0
2014-09-28,375.23,1.3543646597216368,1.0
2014-09-29,372.6,1.2710955999002571,1.0
2014-09-30,390.21,1.314881845318354,1.0
2014-10-01,383.25,1.304396450139788,1.0
2014-10-02,375.66,1.2650267145665275,1.0
2014-10-03,357.98,1.1751677760343195,1.0
2014-10-04,328.8,1.0280444402988915,1.0
2014-10-05,323.79,1.0,0.93995509535439
2014-10-06,328.37,1.0,0.9193035803662157
2014-10-07,332.99,1.0,0.9263730976379406
2014-10-08,355.55,1.0152708184361499,1.0
2014-10-09,360.38,1.0815418829141832,1.0
2014-10-10,360.51,1.1169601811937535,1.0
2014-10-11,362.61,1.1443003956377384,1.0
2014-10-12,378.44,1.2359997696688008,1.0
2014-10-13,390.95,1.3462101800490647,1.0
2014-10-14,403.37,1.4739659880262228,1.0
2014-10-15,395.28,1.495391642211951,1.0
2014-10-16,383.93,1.4426773991591215,1.0
2014-10-17,383.31,1.41563935439417,1.0
2014-10-18,391.63,1.4482434622782239,1.0
2014-10-19,388.62,1.4475519674491797,1.0
2014-10-20,381.76,1.4104423924462082,1.0
2014-10-21,385.54,1.4128924052657732,1.0
2014-10-22,382.71,1.3998846682680086,1.0
2014-10-23,357.15,1.270358000199892,1.0
2014-10-24,358.47,1.2140442813961436,1.0
2014-10-25,347.0,1.1382283995430522,1.0
2014-10-26,353.81,1.1294510462938432,1.0
2014-10-27,351.45,1.1163870178251911,1.0
2014-10-28,355.93,1.1299435057882028,1.0
2014-10-29,334.68,1.0521401002337312,1.0
2014-10-30,346.08,1.0592140828585865,1.0
2014-10-31,337.78,1.031689207218477,1.0
2014-11-01,323.84,1.0,0.9677395941598002
2014-11-02,324.82,1.0,0.9398139326970258
2014-11-03,325.5,1.0,0.9293292933164199
2014-11-04,328.03,1.0,0.9347599794776256
2014-11-05,338.64,1.0,0.9782404791597217
2014-11-06,349.97,1.0470371883926215,1.0
2014-11-07,342.29,1.0483231433922318,1.0
2014-11-08,345.77,1.063476998204396,1.0
2014-11-09,365.89,1.1645014896239636,1.0
2014-11-10,366.64,1.218741360754147,1.0
2014-11-11,368.27,1.2548278996127233,1.0
2014-11-12,421.99,1.6116523147706858,1.0
2014-11-13,417.33,1.748634791744272,1.0
2014-11-14,397.99,1.6838542398547407,1.0
2014-11-15,377.0,1.5271715716444128,1.0
2014-11-16,389.75,1.5225464700053253,1.0
2014-11-17,388.0,1.5112025713522361,1.0
2014-11-18,374.72,1.4312325866158262,1.0
2014-11-19,378.37,1.4132936728052807,1.0
2014-11-20,356.36,1.2943127435778607,1.0
2014-11-21,350.82,1.2110958926765538,1.0
2014-11-22,353.53,1.1821335978272713,1.0
2014-11-23,367.12,1.234034401936869,1.0
2014-11-24,377.94,1.3180014055564677,1.0
2014-11-25,375.8,1.3486944150419822,1.0
2014-11-26,366.1,1.3134678154864272,1.0
2014-11-27,369.63,1.3147775894938967,1.0
2014-11-28,376.89,1.3788376630480565,1.0
2014-11-29,376.55,1.4094044574275106,1.0
2014-11-30,377.08,1.427883095257429,1.0
2014-12-01,377.62,1.4410811296149975,1.0
2014-12-02,379.19,1.4596319169382976,1.0
2014-12-03,375.1,1.4447924336352842,1.0
2014-12-04,367.33,1.3994677975268859,1.0
2014-12-05,374.94,1.4218472113243008,1.0
2014-12-06,375.07,1.4341919027720875,1.0
2014-12-07,376.38,1.4488466464308418,1.0
2014-12-08,362.94,1.3957001571365364,1.0
2014-12-09,351.67,1.309078432757856,1.0
2014-12-10,347.15,1.2469455233933693,1.0
2014-12-11,349.01,1.2260729889873183,1.0
